Код товару,Заголовок,Бренд,Артикул постач.,Колір,"Закупка, грн",тип,,Ціна,фото,Кіл-ть,Розміри в інтернет-магазині,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Д23,Чоловічий комплект термобілизни Columbia. Код: Д23,Columbia,,чорний,350,,,900,,3,L,XL,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Д23,Комплект зимової термобілизни Columbia батал. Код: Д23,Columbia,,чорний,380,,,900,,4,3XL,4XL,5XL,6XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Д50,"Жіноча термобілизна Smartov, розмір S. Код: Д50",Smartov,,чорний,300,,,850,,1,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Д77,Чоловічий комплект термобілизни з додаванням вовни. Код: Д77,Китай,#Ч784_темно-сірий,темно-сірий,"324,9",,,750,,4,L(46),XL(48),2XL(50),3XL(52),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Д78,Чоловічий комплект термобілизни на мікрофлісі. Код: Д78,Китай,#Ч794_світло-сірий,світло-сірий,312,,,750,,1,2XL(50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Д79,Жіночий комплект термобілизни з додаванням вовни. Код: Д79,Китай,#Ж794_рожевий,"бузковий, рожевий","291,7",,,750,,2,L(46) бузковий,M(44) рожевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Д80,Жіночий комплект термобілизни на мікрофлісі. Код: Д80,Китай,#Ж784_фіолетовий,бузковий,276,,,750,,1,"2XL(50) але штани L, бузковий",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Д129,"Термобілизна тактична Black, розмір XL. Код: Д129",Eagle,#JA-09-3 Black,чорно-сірий,"474,05",,,1100,,1,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Д129,"Термобілизна тактична кольору олива, розмір L. Код: Д129",Eagle,#JA-09-3 Green,оливковий,"474,05",,,1100,,1,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Д130,"Термобілизна чоловіча зимова, 2XL, 3XL. Код: Д130",Eagle,#JA-09 Green,оливковий,"379,05",,,900,,2,2XL,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Д131,"Термобілизна чоловіча камуфляж, L, XL. Код: Д131",Esdy,,камуфляж,370,,,900,,2,L,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н4,"Носки мужские Житомир сетка Класик, размер 29-31",Класик,---,бежевый,"6,4",,,15,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н8,Носки подросток BFL 32-35 размер BFL B253,BFL,#08939,черный,"7,5",,,15,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н10,Носки женские ИРА бамбук в полоску 36-41 р.,ИРА,---,в полоску,"6,5",,,15,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н11,Носки женские Pesail 37-42 р.,Pesail,---,белые,"7,82",,,20,,11,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н12,Носки подростковые,---,---,разные цвета,6,,,15,,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н15,"Носочки шерстяные с махрой  ""Ангора"" 34-38 р.",AdPec,#Adpec D 103 Z,разные цвета,"8,05",,,17,,10,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н16,"Носочки детские из ангоры с махрой, р.16-20см",Витязь,#Honest 001 Z,разные цвета,"8,5",,,17,,7,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н17,"Носочки детские махровые, р.17-22 см",Jujube,#Jujube Y 108A S,разные цвета,"11,2",,,20,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н18,"Носки лайкра Elizabeth 30DEN, Черный (2 пары в упаковке, цена за пару)",Elizabeth,#NL30D,чёрный,4,,,8,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н20,"Капроновые носки с узором, р. 38-42 (2 пары в упаковке, цена за пару)",Yameier,#NK801,чёрн / беж,"3,4",,,7,,4,ч,ч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н21,"Капроновые носки Soli 20DEN без лайкры, уплотненный носок и мягкая резинка",Soli,#N30,бежевые,"2,6",,,7,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н22,Гольфы Elizabeth 30DEN лайкра,Elizabeth,#GL30D,бежевые,"5,1",,,12,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н26,"Детские зимние махровые носки, модные, для девочек",Корона,#834 А,разные цвета,"10,5",,,23,,11,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н27,"Детские махровые носочки, ""Котики"" с 3 до 6 лет, р.32-37",Корона,#Д 55,разные цвета,10,,,23,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н28,"Махровые женские носочки на зиму ""Бантики"", ""Олени""",---,#80977,разные цвета,11,,,25,,8,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н29,"Носки короткие стрейчевые, спортивные носки, р.27-29",---,#Т 021,разные цвета,"6,5",,,17,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н30,"Шикарные женские гольфы, размер 35/40",Shantao,---,разные цвета,"5,81",,,17,,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н31,Качественные гольфы на девочку 5-7 лет,Shantao,---,разные цвета,"5,81",,,17,,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н32,"Яркие женские носки в полоску, (бамбук) размер 37-42",Корона,---,разные цвета,"7,13",,,17,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н34,"Махровые носки женские носочки ""Bony""",Bony,#листочки,разные цвета,"10,8",,,25,,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н36,"Носки мужские ""Носки с чёрные"" классика хлопок",Комфорт,#015н,черные,6,,,17,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н37,"Женские трикотажные носки ""Мода Women"", р.36-42",Women,#полоска,разные цвета,"5,8",,,17,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н38,"Махровые женские носочки ""Олени-ёлки"", р.36-40",Дукат,,разные цвета,11,,,25,,8,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н39,"Короткие женские носки, р.36-42, разноцвет",Алия,#016ж,разные цвета,"5,5",,,17,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н40,"Махровые детские носочки ""Мишутка"", р.16-22, 22-28, 28-34, разноцвет","Свет, Rompa",---,разные цвета,"10,8",,,23,,10,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н41,"Женские носочки ""Натали"", р.37-42, разноцвет",Натали,---,разные цвета,"5,8",,,18,,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
Н42,"Белые мужские носки ""Укороченные"" р.27, р.29","1с101 ""Укороченный""",---,белый,"7,5",,,20,,7,27,27,27,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н43,"Бежевые мужские носки гладкие ""Классик"" р.29","1с100 ""Классик""",---,бежевый,"7,5",,,20,,6,29,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н44,"Тёмно-серые мужские носки ""Классик"" р.27","1с100 ""Классик""",---,темно-серый,"7,5",,,20,,5,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н45,"Светло-серые мужские носки ""Классик"" р.29","1с100 ""Классик""",---,серый,"7,5",,,20,,5,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н46,"Чёрные мужские носки гладкие ""Классик"" р.25, 27, 29, 31","1с100 ""Классик""",---,черный,"7,5",,,20,,10,25,25,27,29,31,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н47,"Чёрные мужские махровые носки ""Классик"" р.25, 27, 29, 31","1м100 ""Классик""",---,черный,"11,7",,,25,,12,25,25,25,25,27,29,29,29,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,
Н48,"Чёрные мужские махровые носки ""Элегант"" р.27, 31","1м102 ""Элегант""",---,черный,"11,7",,,25,,9,27,27,27,27,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н49,"Чёрные мужские носки сетка ""Классик"" р.25, 27, 29","1п100 ""Классик""",---,черный,"6,5",,,20,,9,25,25,25,25,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н50,"Серые мужские носки сетка ""Классик"" р.27","1п100 ""Классик""",---,серый,"6,5",,,20,,4,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н51,"Чёрные мужские носки ""Спорт"" р.25, 29, 31","1с118 ""Спорт""",---,черный,"7,5",,,20,,5,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н52,"Носки ""Трекинговые"" р.25, 29","1С150 ""Трекинговые""",---,один цвет,35,,,58,,6,25,25,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н53,"Черные женские носки укороченные ""Классик"", р.23-25","2с100к ""Классик""",---,черный,"7,5",,,20,,5,23-25,23-25,23-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Н54,"Носочки женские серии ""Панда"", р.23-25","2с116 серии ""Панда""",---,разные цвета,"7,5",,,20,,3,23-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K6,"Детские колготки Конте-Кидз: Class, Bravo, Tip-Top. . Код: К6",Conte Kids ,---,разноцвет,"53,1",,,85,,5,80-86 гол.,104-110 бел.,116-122 роз.леггинсы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K7,Детские колготки Gatta Happy School,Gatta,---,черный в звездочку,,,,85,,3,116-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K8,"Колготки Elizabeth 100DEN MICROFIBRE, Черный, р.2, 3, 4, 5",Elizabeth,#EL100MF,черный,"28,2",,,50,,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K11,Колготки 20 den бикини 004EL,Elizabeth,#05883,чёрный,"16,3",,,29,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K17,"Колготки Elizabeth 40 den BIKINI CHARM, Черный, р.2, 3, 4",Elizabeth,#EL40BC,чёрный,"16,6",,,35,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K18,Колготки женские теплые 1600 den 2022KOL (прибл. 2-3 размер),BFL,#09680,чёрный,20,,,100,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K19,"Колготки детские ""Ласточка"". Код: К19",Ласточка,#Nailali T2-1 92-98,разные цвета,"33,4",,,65,,4,92-98 желт.,92-98 роз.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K20,"Лосины детские теплые, возраст 3-7 лет",Китай,#395,черные в цвет.полоску,15,,,30,,7,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K24,"Колготки женские Gabriella Julia 366 (20 den) тёмно-серые, бежевые, р.4",Gabriella,---,,24,,,90,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K26,"Колготки женские Gabriella Reni 286, чёрные, р. 1/2",Gabriella,---,,32,,,90,,3,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K27,"Колготки женские Gabriella Puntina TRE (20 den) тёмно-серые,  р. 2",Gabriella,---,,24,,,90,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K29,"Колготки женские Gabriella Miss 105 (20 den) белые,  р. 2, 3, 4",Gabriella,---,,16,,,90,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K31,"Колготки женские Gatta Gabby №6 (20 den) чёрные,  р. 3",Gatta,---,,28,,,90,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K35,"Колготки женские Gabriella Bacara 477 (20 den), чёрные,  р. 2, 3, 4",Gabriella,---,,22,,,90,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K36,"Колготки женские Gatta Nadette №1 (20 den), чёрные, р. 2, 3, 4",Gatta,---,,28,,,90,,5,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K39,"Колготки женские Conte Verticale, черные, р. 4",Conte,---,,"48,47",,,150,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K41,"Детские колготки Gatta Alice, белые, р. 116-126 (A)",Gatta,---,,24,,,85,,3,116-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K42,"Детские леггинсы Mona Nikola leggins, розовые",Mona,---,,24,,,70,,3,128-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K44,"Детские колготки Gabriella Melange 751,  цвет графит, р.110-122",Gabriella,---,,"20,4",,,85,,3,110-122 серый,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K47,"Гольфы женские Gatta, черные, серые",Gatta,---,,20,,,45,,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K48,"Детские колготки Bravo, р. 116-122, 150-152",Conte Kids ,---,,"62,4",,,95,,4,150-152,150-152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K50,"Леггинсы детские Viva с декором , р.116-122, 128-134",Conte Kids ,---,,"36,48",,,80,,3,116-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K51,"Детские леггинсы Gatta,  р.92-98, 128-134, 140-146, 152-158",Gatta,---,,"16,58",,,40,,5,92-98 фиол.,128-134 роз.,152-158 сирен.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K52,"Колготки Elizabeth 40DEN Classic, Черный,  р.4, 5, 6",Elizabeth,#EL40CL,чёрный,"14,6",,,35,,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K53,"Колготки Elizabeth 40DEN Classic, Бежевый, р.4, 5, 6",Elizabeth,#EL40CL,бежевый,"14,6",,,35,,5,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K54,"Колготки Elizabeth 40DEN T-BAND, Черный, р.5 ",Elizabeth,#EL40TB,чёрный,"15,6",,,35,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K55,"Колготки Elizabeth 40DEN T-BAND, Бежевый, р.2, 3, 4, 5 ",Elizabeth,#EL40TB,бежевый,"15,6",,,35,,8,2,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K56,"Колготки Elizabeth 40DEN BIKINI CHARM, Бежевый, р. 2, 3, 4",Elizabeth,#EL40BC,бежевый,"16,6",,,35,,7,3,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K57,"Колготки Elizabeth 40DEN HIPSTER WAIST, Бежевый, р.2, 3, 4",Elizabeth,#EL40HW,бежевый,"16,6",,,35,,6,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K58,"Колготки Руслана 30DEN, Черный, 52-56 размер",Руслана,#K305,чёрный,"10,4",,,23,,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K60,"Колготки Elizabeth 80DEN MICROFIBRE, Бежевый, р.4, 5",Elizabeth,#EL80MF,бежевый,"26,5",,,48,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K61,Гамаши под джинс на меху р.46-50,Китай,#A428,джинс,"85,8",,,190,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K64,Модные джеггинсы р.46-54,Китай,#A421,джинс,"61,9",,,170,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K65,"Гамаши под джинс ""Махра со стразами"" р.48-52",Китай,#A431-1,джинс,"92,8",,,200,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K66,"Крутые гамаши под джинс ""Махра"" р.46-50",Китай,#A431,джинс,"92,8",,,200,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K67,"Женские гамаши под джинс ""Махра""",Китай,#A424,джинс,"82,2",,,190,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K71,"Колготки Elizabeth Prestige 40 den Classic, Капучино, р. 3, 4, 5",Elizabeth,#00316,капучино,"26,9",,,50,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K72,"Колготки Elizabeth Prestige 40 den Classic, Бежевый, р.4",Elizabeth,#00316,бежевый,"26,9",,,50,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K75,Джеггинсы с карманами. Код: К75.,,#SL30964,"синий, черный",175,,,370,,6,с.M/L,ч.S/M,ч.M/L,ч.M/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K78,"Брюки женские с карманами. Код: К78. Состав: 85% бамбук, 15% полиамид",,#NA467-3,"синий, черный","119,9",,,230,,3,S/M ч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K79,Бесшовные джеггинсы больших размеров 50-58,,#LG1947,джинс,"77,8",,,180,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K80,"Джеггинсы со стразами, р.46-52. Код: К80. Состав: 55% хлопок, 40% полиестер, 5% спандекс",,#LG26,джинс,62,,,180,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K81,"Бесшовные джеггинсы в горошек с прострочкой, р.46-52. Код: К81",,#LG1960,"джинс, синие расцветки","83,5",,,190,,3,син,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K82,"Бесшовные лосины под джинс со строчкой, р.44-50. Код: К82",Jujube ,#LG909,"синий, черный","63,7",,,190,,6,син,син,черн,черн,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K83,"Однотонные бесшовные лосины, широкий пояс, р.46-52. Код: К83",Золото,#LG726,"синий, черный","58,8",,,170,,4,син,син,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K84,"Женские джинсы 98% коттон, размеры: 40-48",STRESS7,#G302-61159,черный,"68,2",,,170,,4,36,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K85,"Женские чулки ""Für DICH"" (15 den), р. 1/2, 3/4. Код: К85",Für DICH,---,"черный, бежевый",53,,,110,,5,беж.1/2,беж.3/4,беж.3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K86,"Упаковка (2 пары) шелковистых носков с лайкрой ""Интуиция"" (15 den)",Интуиция,---,бежевый,"19,2",,,40,,3,1 упак.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K89,Колготки Innamore Cotton 150 den Nero. Код: K89,Innamore,---,черный,138,,,220,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K92,Колготки Интуиция 100 den Nero. Код: K92,Интуиция,---,черный,"92,25",,,190,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K93,"Бежевые носочки микрофибра 40 den, 2 пары в коробочке",Look,---,бежевый,"35,1",,,65,,8,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K94,"Бежевые носочки ""Браво"" , 2 пары в коробочке",Интуиция,---,бежевый,"15,57",,,35,,10,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K95,"Черные носочки 15 den , 2 пары в коробочке",Интуиция,---,черный,"20,34",,,40,,7,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K96,Тёплые бесшовные лосины с широким поясом. Код: К96,Jujube ,#В826,черный,63,,,150,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K99,Женские джинсы стрейчевые однотонные. Код: К99,---,#SL3001-2,"черный, синий",125,,,330,,6,с.M/L,ч.M/L,с.L/XL,с.XL/2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K100,Детские махровые колготки. Код: К100,Алия,---,разные,"35,5",,,80,,9,92-98,92-98,104-110,104-110,104-110,116-128,134-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT37,"Красный бюстгальтер triangle ""Base""",Your Touch,#BS-4000,червоний,178,Мягкая,C,400,,1,70С червоний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б4,Ажурный бюст Diorella в чашке В. Код: Б4,Diorella,#32116,чорно-білий,56,На тонком,B,90,,2,70В чорно-білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б9,Белый бюстгальтер Diorella в чашке С. Код: Б9,Diorella,#63091,білий,25,На тонком,C,180,,1,80С білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б17,Бюстгальтер Diorella в чашке 75D. Код: Б17,Diorella,#33695,чорно-білий,115,На тонком,D,240,,9,75D чорно-білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б18,Бюстгальтер Diorella в чашке F. Код: Б18,Diorella,#62324,бежевий,123,На тонком,F,250,,4,110F бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б22,Хлопковый бюстгальтер Angela в чашке D75,Angela,#740,"бежевий, білий",54,Мягкая,D,400,,8,75D бежевий,75D білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б28,"Бюстгальтер Diorella в чашке DD, белый",Diorella,#7794,білий,70,Мягкая,DD,210,,5,85DD білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б32,Бюстик фиолетовый без косточки. Код: Б32,FNNISS,#3320,фіолетовий,"39,5",На тонком,A,200,,1,75А фіолетовий,80А фіолетовий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б34,Бюстгальтер,Diorella,#63276E,мікс кольорів,110,На тонком,E,240,,1,75E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б40,Черный корсетный бюстгальтер чашка С. Код: Б40,Weiyesi,#12762,чорний,67,На тонком,C,350,,2,75С чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б44,Бюстгальтер в чашке D цвета шоколад. Код: Б44,Safena,#1267,коричневий,"187,35",Мягкая,D,420,,2,85D коричневий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б51,Черный бюстгальтер спейсер в чашке D. Код: Б51,Weiyesi,#8285,чорний,"202,08",Мягкая,D,450,,3,80D чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б52,Нарядный бюст пушап чашка В. Код: Б52,FNNISS,#830,мікс кольорів,105,Пуш-ап,B,280,,9,85В,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б54,Бюстгальтер,Diorella,#34256,чорно-білий,93,На тонком,C,200,,1,75С чорно-білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б58,Бюстгальтер,Diorella,#31805,чорний,30,На тонком,C,180,,6,70С чорний,80С чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б59,Бретельки с камнями,Yashifang,#2026,чорний,"8,9",,----,25,,1,чорні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б67,"Бюстгальтер с push-up, чашка B, розовый",Underwear,#29346,рожевий,50,Пуш-ап,B,90,,4,75В рожевий,90В рожевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б68,Бежевый гладкий бюстик с 3D чашками. Код: Б68,,#377,бежевий,"125,1",Мягкая,B/C,300,,4,80В/С бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б70,"Бюст плотный поролон чашка В, два цвета. Код: Б70",Weiyesi,#8203,червоний,120,На плотном,B,280,,1,85В червоний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б76,Бюстгальтер в чашке D цвет пудра. Код: Б76,Safena,#2116,пудра,181,Мягкая,D,450,,4,100D пудра,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б77,"Бюстгальтер Diorella в чашке C, чёрный",Diorella,#32348,чорний,69,На плотном,C,190,,1,75С чорний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б78,"Бюстгальтер Diorella в чашке C, белый",Diorella,#1070,білий,71,Мягкая,C,190,,1,75С білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б79,"Бюстгальтер Diorella в чашке C, бордовый",Diorella,#1070,бордо,71,Мягкая,C,190,,6,75С бордо,80С бордо,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б80,"Бюстгальтер Diorella в чашке D, красный",Diorella,#1070,червоний,86,Мягкая,D,300,,1,90D червоний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б81,"Бюстгальтер Diorella в чашке C, чёрно-белый",Diorella,#32675,чорно-білий,74,На тонком,C,190,,8,75С чорно-білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б82,"Бюстгальтер Diorella в чашке C, чёрно-золотой",Diorella,#32181,чорно-бежевий,76,На тонком,C,330,,27,75С чорно-бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б85,"Бюстгальтер Diorella в чашке C, белый",Diorella,#33696,білий,81,На тонком,C,330,,5,80С білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б86,"Бюстгальтер Diorella в чашке D, чёрно-белый",Diorella,#33266,чорно-білий,88,На тонком,D,220,,4,75D чорно-білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б90,"Бюстгальтер Diorella в чашке С, сиренивый",Diorella,#34203,бузковий,102,На тонком,C,330,,3,75С бузковий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б96,"Бюстгальтер Diorella в чашке D, голубой",Diorella,#63998,блакитний,106,На тонком,D,320,,3,75D блакитний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б103,Малиновый лиф со съемным пуш-апом в чашке А,Jianimei,#7120,малиновий,40,Пуш-ап,A,90,,8,75A малиновий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б107,Бежевый бюст мягкая чашка D. Код: Б107,Safena,#90553,бежевий,"138,6",Мягкая,D,440,,12,80D бежевий,85D бежевий,90D бежевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Б112,"Бюстгальтер пуш-ап для открытого декольте, чашка В. Код: Б112",Weiyesi,#2207,білий,"142,8",Пуш-ап,B,420,,7,85В білий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
